DEPT,DEPT,GR,CALI,SP,ILD,SFLU,MSFL,DT,RHOB,DRHO,PEF,NPHI,log10_ILD,log10_SFLU,log10_MSFL,ILD_to_SFLU,MSFL_to_SFLU,ILD_to_MSFL,NPHI_RHOB_product,NPHI_minus_DRHO,GR_DT_product,DEPT_normalized,GR_roll5_mean,GR_roll15_mean,GR_roll15_std,ILD_roll5_mean,ILD_roll15_mean,ILD_roll15_std,RHOB_roll5_mean,RHOB_roll15_mean,RHOB_roll15_std,NPHI_roll5_mean,NPHI_roll15_mean,NPHI_roll15_std,DT_roll5_mean,DT_roll15_mean,DT_roll15_std,Porosity,Permeability k,Water Saturation Sw
8258.5,8258.5,56.8333,9.9933,-74.5111,7.4196,5.0392,7.0204,81.8667,2.3982,-0.0057,3.0578,35.88,0.8703804925465002,0.7023615953418162,0.8463618575491393,1.47237656770916,1.3931576440704874,1.0568628568172753,86.04741600000001,35.8857,4652.75472111,0.12348505251817937,57.34664,57.56888,2.1238341690042932,7.4038200000000005,7.652280000000001,1.330122982609801,2.40818,2.4161133333333336,0.037148617868295965,36.632000000000005,36.10844,2.2456023470645796,83.83998,83.8874,3.282222215206671,0.286130424239542,290.8283166462994,0.48007570989538895
8259.0,8259.0,58.5333,10.2378,-75.0,7.7374,5.1277,8.0124,83.5333,2.4209,-0.0037,3.1467,35.88,0.8885950491391488,0.7099226085240593,0.9037626222811074,1.508941630750629,1.5625719133334632,0.9656781987918727,86.86189200000001,35.883700000000005,4889.4797088899995,0.12361971451656342,57.84664,57.571106666666665,2.1256082579775932,7.78028,7.90692,1.3769470952627294,2.42022,2.4262733333333335,0.04453351012227129,35.81066,36.25777333333334,2.18323974125807,82.65776,83.6074,3.53667395585121,0.2819370783944662,277.5748945375934,0.47710536289499567
8259.5,8259.5,59.2333,10.2733,-74.8,8.1437,5.4642,8.2529,82.0444,2.4407,0.001,3.0978,34.96,0.910821766620343,0.7375265869594867,0.9166065828154765,1.4903737052084478,1.5103583324182863,0.9867682875110568,85.32687200000001,34.959,4859.76055852,0.12375437651494749,57.34664,57.497773333333335,2.1653227164518785,8.14742,8.1366,1.3584578635910771,2.43236,2.43774,0.05055278429523904,35.26666,36.38933333333333,2.0933539126981358,82.96887999999998,83.05036666666666,3.993876051561247,0.2725698376775645,238.53960961511402,0.4810335183308553
8260.0,8260.0,58.8333,10.0333,-75.2667,8.58,6.5924,9.6953,81.3333,2.4553,0.0093,2.9867,34.88,0.9334872878487055,0.8190435507100561,0.986561251922079,1.301498695467508,1.4706783568958195,0.8849648798902562,85.640864,34.8707,4785.1064388899995,0.12388903851333154,56.87332,57.26666,2.1131024360948936,8.493780000000001,8.325873333333332,1.2847134624795578,2.4425,2.4470866666666664,0.05145336122114269,34.813320000000004,36.12977333333333,2.2643299600121476,82.6622,82.11110666666666,4.500083342476518,0.2695785770362014,235.21851920704168,0.47384357618359
8260.5,8260.5,53.3,10.2378,-77.4667,8.8564,8.2913,12.1429,86.0667,2.4467,0.0067,3.0844,34.7333,0.9472572232579421,0.918622629291341,1.0843224185013847,1.0681557777429356,1.4645351151206687,0.7293480140658328,84.98196510999999,34.7266,4587.3551099999995,0.12402370051171559,56.279999999999994,56.78666,2.191162944257533,8.88454,8.476633333333334,1.1723286701953106,2.4496,2.453933333333333,0.0500278731832479,34.391980000000004,35.625773333333335,2.3094478491207906,82.04888,81.16000000000001,4.370395794596331,0.2700814180678657,245.525960634353,0.46552252626090973
8261.0,8261.0,54.4667,10.9,-76.3333,9.1514,9.7221,13.269,80.3333,2.4489,0.0059,3.1467,33.6133,0.961487538412329,0.9877600838466117,1.1228381940892662,0.9412986906121107,1.364828586416515,0.6896827191197529,82.31561037,33.607400000000005,4375.48975111,0.12415836251009965,56.39334,56.66444,2.1187840754280147,9.24624,8.60332,1.0370032726265026,2.45906,2.4587066666666666,0.047594964719681505,34.59198,35.16444,1.7925314784243003,81.28,80.19259333333333,4.279504857284394,0.2625150330141103,213.93634587790692,0.47115745816759386
8261.5,8261.5,55.5667,10.2933,-75.6222,9.6912,9.9319,14.2685,80.4667,2.4564,0.002,3.0267,33.7733,0.9863775563192265,0.997032338181477,1.1543783195783044,0.9757649593733324,1.4366334739576514,0.6792024389389214,82.96073412,33.7713,4471.26897889,0.1242930245084837,56.46002,56.52888666666666,2.204779639739801,9.514579999999999,8.710926666666667,0.8998082902749807,2.47302,2.4625866666666667,0.04429732121322624,34.903980000000004,34.86399333333334,1.4513326641726239,80.76446,79.44148666666666,3.9276706358976035,0.2622507614855925,225.190501499807,0.4583091013350673
8262.0,8262.0,59.8,10.54,-74.8667,9.9522,8.894,14.0244,78.2,2.488,0.0079,3.0089,35.96,0.9979190950420423,0.9490971251129159,1.1468842900876903,1.1189790870249605,1.5768383179671688,0.7096346367759048,89.46848,35.9521,4676.36,0.12442768650686777,56.98001999999999,56.71555333333333,2.256582650782186,9.67162,8.804426666666666,0.7759766256359041,2.49194,2.4655066666666667,0.040136454158059894,35.146660000000004,34.72622,1.2754025108061389,78.80446,79.03703999999999,3.67240577644332,0.27157483146637956,285.1859800895412,0.43673193678384997
8262.5,8262.5,59.1667,10.4,-74.9556,9.9217,8.0112,10.3999,78.7556,2.5251,0.0144,3.1511,36.44,0.9965860912433738,0.903697574054834,1.017029163370224,1.2384786299181145,1.2981700619133214,0.9540187886421984,92.014644,36.425599999999996,4659.70895852,0.12456234850525182,57.30667999999999,56.87555333333333,2.348730624300163,9.675379999999999,8.885293333333333,0.6784248758003355,2.5055799999999997,2.466646666666667,0.038288488883128836,35.01866,34.8,1.3750332754412158,77.4178,78.88296666666666,3.5928276616982084,0.26984014902823944,273.5882640461339,0.44021456155388106
8263.0,8263.0,55.9,10.38,-74.2667,9.6416,8.3206,13.7098,76.2667,2.5413,0.022,3.1511,35.9467,0.9841491099932631,0.9201546444750749,1.1370311193022822,1.1587625892363531,1.6476936759368312,0.703263359057025,91.35134871000001,35.9247,4263.30853,0.12469701050363588,56.813340000000004,56.99333333333334,2.4785094407923602,9.472579999999999,8.955673333333333,0.6012002702609448,2.5127,2.467373333333333,0.0374525693695647,34.64534,34.93333333333333,1.5703358251688353,76.3378,78.67556,3.389227943646928,0.2645853053355433,236.2737080554263,0.45543220995233247
8263.5,8263.5,56.1,10.3844,-74.0667,9.1702,8.7127,13.3771,73.4,2.5171,0.0058,3.1111,32.9733,0.9623788076383075,0.9401527604489008,1.1263619736332124,1.0525095550173884,1.5353564337117083,0.6855147976766264,82.99709343,32.9675,4117.740000000001,0.12483167250201993,56.25334,56.98889333333333,2.474266167824253,9.159899999999999,9.01478,0.5576768895626755,2.50888,2.468613333333333,0.036808750253699285,34.26934,34.98222,1.5825917731003387,75.45779999999999,78.64741333333333,3.360886847006032,0.24762837069662924,151.02650525525925,0.49896974597737476
8264.0,8264.0,53.1,10.0289,-74.2667,8.6772,9.058,13.7098,75.0667,2.492,-0.004,3.0889,31.9067,0.9383796075815022,0.9570323163469384,1.1370311193022822,0.9579598145285935,1.5135570766173547,0.6329195174254912,79.5114964,31.910700000000002,3986.04177,0.12496633450040398,55.279999999999994,56.66667333333333,2.530981803419323,8.83792,9.071893333333332,0.5538245615371495,2.49452,2.4699466666666665,0.03665395840380389,33.877340000000004,34.70399999999999,1.9304492611822712,74.90224,78.70074666666667,3.412504291753387,0.24431067398493841,131.7972117939601,0.5199143114663326
8264.5,8264.5,57.0,9.6467,-74.2,8.3888,8.2282,13.1882,73.8,2.4689,-0.0042,3.2489,34.08,0.923699840369648,0.9153048393961365,1.1201855246280585,1.0195182421428746,1.6028049877251405,0.6360837718566598,84.140112,34.084199999999996,4206.599999999999,0.12510099649878803,55.82000000000001,56.55112,2.7275985581777,8.59424,9.138206666666667,0.584860594468294,2.47222,2.4705066666666666,0.03633621701096288,33.765339999999995,34.24889333333333,2.6086186619594316,75.33778,78.51407999999999,3.0366874838495734,0.2621614433763773,194.52916449199796,0.4927711553171935
8265.0,8265.0,54.3,9.84,-74.6667,8.3118,7.5426,10.7521,75.9778,2.4533,0.0027,3.4133,34.48,0.9196950846042967,0.8775210767734821,1.031493294888157,1.1019807493437275,1.4255164001803091,0.7730396852707843,84.589784,34.4773,4125.59454,0.1252356584971721,56.446659999999994,55.98000666666667,3.8578871757308204,8.48672,9.232933333333333,0.6923417464077513,2.4518600000000004,2.468446666666667,0.038462353888806367,34.568020000000004,33.75289333333333,3.342256159813123,76.56890000000001,78.81926666666666,3.436316676256858,0.2673294471583887,216.69448104547462,0.48547813542349855
8265.5,8265.5,58.6,9.6467,-74.2667,8.4232,6.7397,8.8926,78.4444,2.4298,0.0044,3.3067,35.3867,0.9254771126783817,0.828640565490179,0.9490287576592237,1.2497885662566584,1.3194355831861952,0.947214537930414,85.98260366,35.3823,4596.84184,0.12537032049555616,57.88665999999999,55.49555999999999,4.339663086462091,8.5099,9.350239999999998,0.8949553347247284,2.43982,2.4640666666666666,0.04336110282380206,35.76268,33.23556,3.8939132831711114,77.64,79.17186,3.862361091685828,0.27720805001617443,273.0134884361488,0.46507138997960595
8266.0,8266.0,59.2333,9.9933,-75.0444,8.6326,6.2733,9.1511,79.5556,2.4153,-0.0021,3.3733,36.9867,0.9361416179159774,0.7974960567433306,0.9614733011939618,1.3760859515725377,1.4587378253869574,0.9433401449006131,89.33397650999999,36.9888,4712.34072148,0.1255049824939402,58.31999999999999,54.60889333333333,4.737816624846131,8.638200000000001,9.500133333333334,1.1538261454044518,2.4379,2.4573533333333333,0.04703105154602522,36.08534,32.55022666666666,4.266937142807004,79.20444,79.67112,4.197261480706868,0.28998632051106854,366.67276291047625,0.43915284176023656
8266.5,8266.5,60.3,9.8044,-75.7111,8.7931,5.9662,8.5011,80.4222,2.4318,-0.0024,3.2889,37.88,0.9441420122234042,0.7756978077656541,0.9294751248932588,1.4738191813884887,1.4248768060071737,1.0343484960769784,92.116584,37.882400000000004,4849.45866,0.12563964449232426,58.260000000000005,53.67111333333333,5.145807378531977,8.86318,9.682559999999999,1.4125521359817084,2.4423,2.4472333333333336,0.047738883024029705,35.33068,31.830226666666668,4.470054586829727,80.43553999999999,80.12000666666668,4.445093232103485,0.29288664200027253,396.4709443990998,0.4308176098278865
8267.0,8267.0,59.1667,9.5711,-76.5333,9.0303,6.7406,11.0265,81.6222,2.4593,0.0023,3.1867,35.6933,0.95570217846194,0.8286985560444387,1.042437681805283,1.3396878616146932,1.6358336053170341,0.8189634063392736,87.78053269,35.691,4829.31622074,0.1257743064907083,56.85334,52.92666666666666,5.588982969668084,9.14876,9.900220000000001,1.6391575097359,2.4473599999999998,2.43556,0.04438458226522067,33.834680000000006,31.223113333333334,4.4894132818803,81.4,80.71704,4.491751379043562,0.2742029913142631,274.1620080168317,0.45408874782688385
8267.5,8267.5,54.0,9.4267,-78.8889,9.4367,8.1479,15.4532,82.1333,2.4753,0.0101,3.0178,30.7067,0.9748201487101346,0.9110456902207754,1.1890184254074827,1.1581757262607544,1.8965868505995411,0.6106631636165972,76.00829451,30.6966,4435.198200000001,0.1259089684890924,54.18668,51.980000000000004,6.184016815029956,9.5367,10.165306666666664,1.8237924245425503,2.4478999999999997,2.42494,0.04249870250121372,31.672000000000004,30.792893333333335,4.617106588928101,82.4711,81.47259333333335,4.110005072548905,0.23930124059699406,126.57904469601942,0.5089896993014296
8268.0,8268.0,51.5667,9.5178,-82.2444,9.8511,10.3844,17.7826,83.2667,2.4551,0.0102,2.9289,27.9067,0.9934847276810777,1.0163814085055016,1.249995259620757,0.9486441200261932,1.7124340356688879,0.553974109522792,68.51373917,27.8965,4293.788938889999,0.12604363048747644,51.786680000000004,51.27555333333333,6.632877849111949,10.06824,10.465053333333334,1.9282395078980075,2.43968,2.4176333333333333,0.039458616054713624,29.29866,30.44,4.72688250571734,83.53778,82.14222,3.7981879798507077,0.2253863039534092,92.24053696389063,0.5289250457021166
8268.5,8268.5,45.9,9.2156,-86.9778,10.5723,11.9306,19.5361,84.9111,2.418,0.0051,2.8889,26.1733,1.0241694781917972,1.0766622852576613,1.29083786964222,0.8861499002564833,1.6374784168440817,0.5411673773168647,63.287039400000005,26.168200000000002,3897.41949,0.1261782924858605,49.25334,50.526666666666664,6.5742825066062185,10.7023,10.785826666666667,1.9581581526209375,2.42528,2.41196,0.03763677532870943,27.296000000000003,29.928886666666664,4.719670201986929,84.35112000000001,82.97333333333334,3.1512436000194,0.22285980983753517,92.51922286256735,0.516353973190212
8269.0,8269.0,48.3,9.1578,-90.4444,11.4508,13.1745,20.3564,85.7556,2.3907,-0.0037,3.0667,26.0133,1.0588358293351732,1.1197341418078102,1.308700976102121,0.8691639151390944,1.5451364378154768,0.5625159654948811,62.18999631,26.017,4141.99548,0.12631295448424454,47.47334,50.04666666666667,6.54186881705264,11.34658,11.112633333333333,1.9245418770906997,2.40488,2.40676,0.03689825392695443,26.28266,29.480886666666667,4.573486417988292,85.02224,83.72888666666667,2.6771590434809234,0.22838959685025415,116.08221892011836,0.4841386839196732
8269.5,8269.5,46.5,9.0622,-90.8,12.2006,13.6821,20.7294,85.6889,2.3873,-0.0017,2.9867,25.68,1.086381188894562,1.1361527602801316,1.316586731883527,0.8917198383289114,1.5150744403271426,0.5885650332378168,61.30586400000001,25.6817,3984.5338500000003,0.1264476164826286,46.10666,49.21333333333334,6.159456531414346,11.95766,11.429313333333335,1.839321970910951,2.3871,2.401733333333333,0.0386305331989986,26.069319999999998,28.982219999999998,4.282058067298234,85.41334,84.34963333333333,2.432653639154493,0.227333999731118,120.29276604569694,0.47120406716715313
8270.0,8270.0,45.1,9.0467,-90.8445,12.6581,14.6837,21.4858,85.4889,2.3733,-0.0056,3.1067,25.64,1.10236852231314,1.1668355029311381,1.3321515287956842,0.8620511179062498,1.463241553559389,0.5891379422688473,60.851412,25.6456,3855.54939,0.12658227848101267,45.30666,48.06444666666667,5.750639739923104,12.4725,11.73654,1.719805930000875,2.37506,2.3971999999999998,0.040850878640674285,26.138659999999998,28.329773333333332,3.6783498469260105,85.37778,84.91851999999999,2.2199441949863115,0.2306201759891855,136.02673749706517,0.4560184955414901
8270.5,8270.5,44.7333,9.0511,-91.8445,12.9065,15.5488,23.0345,85.2222,2.3662,-0.0079,2.9067,26.84,1.1108084857389302,1.1916968773829122,1.362378789647188,0.8300640563902038,1.4814326507511835,0.5603117063535131,63.508808,26.8479,3812.27023926,0.12671694047939672,44.153319999999994,46.91111333333333,4.77317797592039,12.81702,12.04856,1.5652647091541003,2.3734,2.3914333333333335,0.0417139522165497,26.258660000000003,27.656886666666665,2.5595766756205314,85.24888,85.49185333333334,2.082010713182269,0.23911304153184776,172.30585395038494,0.43556854701211295
8271.0,8271.0,41.9,9.0533,-92.2,13.1465,15.203,23.3661,84.7333,2.3578,-0.0137,3.0,26.52,1.1188101457529238,1.181929295503233,1.368586231013449,0.8647306452673814,1.53694007761626,0.5626313334274868,62.528856000000005,26.5337,3550.32527,0.12685160247778077,44.00666,46.07555333333333,3.363358863837511,13.01698,12.351220000000001,1.3662304570324968,2.3727000000000005,2.383866666666667,0.03870995934358103,26.40532,27.204446666666666,1.3529761748860383,85.36443999999999,86.0563,2.1055433821894702,0.23945308942156424,177.0128433309953,0.4309615259425552
8271.5,8271.5,42.5333,9.0489,-91.8222,13.1734,14.0519,23.6792,85.1111,2.3824,-0.0059,2.9467,26.6133,1.1196978790369352,1.1477350504850092,1.3743670256921618,0.9374817640319103,1.6851244315715315,0.556327916483665,63.40352592,26.6192,3620.0559496299993,0.12698626447616482,44.40666,45.87555333333333,2.9182171643630173,13.128140000000002,12.648333333333335,1.155482168789223,2.3731,2.3743600000000002,0.031487838922363336,26.829320000000003,27.151999999999997,1.2158129296893232,85.72887999999999,86.66222666666665,2.201554126541369,0.23382926134016285,153.80235656447252,0.44087575923965766
8272.0,8272.0,45.7667,9.0044,-92.0,13.2004,13.0526,21.1602,86.2667,2.3838,0.0001,2.9867,26.4133,1.1205870914452989,1.11569702915966,1.325519768206527,1.011323414492132,1.6211482769716379,0.623831532783244,62.96402454,26.4132,3948.14217889,0.1271209264745489,44.68,45.748886666666664,2.685501494232649,13.18152,12.919713333333334,0.9017618888066244,2.37074,2.365693333333333,0.024873550687631633,27.04266,27.225773333333333,1.295818636707246,86.23555999999999,87.24444666666666,2.3864691326799328,0.2323497938141869,148.35862661151572,0.44322901287727234
8272.5,8272.5,47.1,8.9711,-93.5333,13.2139,13.5014,21.0072,87.3111,2.3753,0.0029,2.9378,27.76,1.1210310158359647,1.130378804106138,1.3223681701790966,0.9787059119794984,1.5559275334409766,0.6290176701321452,65.93832800000001,27.7571,4112.35281,0.12725558847293295,44.7,45.89555333333333,2.7535572817897247,13.20042,13.134506666666665,0.6517437045263823,2.36864,2.35842,0.024433121547850694,27.17866,27.379553333333334,1.2988649780626986,86.90668000000001,87.72592666666667,2.6009932757818914,0.24209989294477674,190.05117743312772,0.42516148229692985
8273.0,8273.0,46.1,8.9422,-93.9111,13.1734,14.8047,22.8474,87.7556,2.3544,0.0027,2.9244,27.9067,1.1196978790369352,1.1703996113427018,1.358836785154263,0.8898120191560789,1.543253156092322,0.5765820180852088,65.70353448,27.904,4045.53316,0.127390250471317,44.79334,45.72888666666667,2.6720803540281,13.26042,13.303053333333335,0.4927299432358204,2.3612200000000003,2.3527133333333334,0.026281739088659984,27.413339999999998,27.555553333333332,1.2792253693245446,87.68889999999999,88.14370000000001,2.7603064439082843,0.2480517619082065,219.19151599747462,0.41559734279953137
8273.5,8273.5,42.0,8.8822,-94.1333,13.241,15.4062,23.0573,88.0889,2.3473,0.0044,2.88,27.2,1.1219207855630375,1.1876955314800448,1.3628084502373596,0.8594591787721826,1.496624735496099,0.5742649833241532,63.846560000000004,27.1956,3699.7338,0.12752491246970105,44.966660000000005,45.81555333333334,2.719537984098469,13.334380000000001,13.43894,0.44580480963588437,2.3536200000000003,2.3465399999999996,0.02836984817927013,27.912020000000002,27.796440000000004,1.2404352063459618,88.45334,88.56148,2.835445542514836,0.2459032764654015,209.11184908512806,0.4181569406186288
8274.0,8274.0,43.0,8.8,-93.6667,13.4734,14.6982,22.2236,89.0222,2.3453,0.0048,2.8711,27.7867,1.1294772033631728,1.1672641525759069,1.3468144116478549,0.916670068443755,1.5119946660135255,0.6062654115444842,65.16814751,27.7819,3827.9546,0.1276595744680851,45.74666,45.93555333333334,2.7254150910242894,13.470279999999999,13.559013333333333,0.462704956706901,2.3451,2.3414133333333336,0.030085066695883518,28.34402,28.054219999999997,1.1594182926917476,89.23555999999999,88.95555333333333,2.7882862247685156,0.24966796506805308,233.09131765435558,0.4082842196760579
8274.5,8274.5,46.6333,8.7444,-94.0667,13.5702,14.3559,22.0195,90.0889,2.3458,0.0008,2.76,28.9067,1.1325862484155444,1.157030424473166,1.3428074531595144,0.9452698890351702,1.5338292966654825,0.6162810236381389,67.80933686,28.9059,4201.14270037,0.12779423646646917,46.46,46.09111333333333,2.7184754111891607,13.61996,13.675433333333334,0.5045955702664714,2.33924,2.33672,0.03140444008644883,28.565340000000003,28.237333333333332,1.1707969884206662,90.08444,89.39555333333332,2.6755412936620773,0.25582344944011676,271.7066800372859,0.39703659996100826
8275.0,8275.0,51.0,8.6911,-95.3333,13.8934,15.2816,21.9298,91.2222,2.3327,-0.0017,2.6889,29.92,1.142808539513456,1.1841688277208815,1.3410346709254728,0.9091587268348864,1.4350460684745054,0.6335397495645195,69.79438400000001,29.9217,4652.3322,0.12792889846485322,47.68,46.297779999999996,2.484896527366133,13.730599999999999,13.776846666666668,0.5421640735749529,2.33156,2.33208,0.033160027571941204,28.821340000000003,28.46755333333333,1.148292085705935,90.89332,89.89925999999998,2.435574729708705,0.26478685654120254,342.02594137562716,0.3791083274885048
8275.5,8275.5,49.6667,8.6378,-97.6445,13.9218,16.894,24.2714,92.0,2.3251,-0.0003,2.6267,29.0133,1.143695390413113,1.2277324898466262,1.3850948276190767,0.8240677163489997,1.4366875813898428,0.5735886681444003,67.45882383,29.0136,4569.3364,0.12806356046323727,48.239999999999995,46.40000666666666,2.3466633523452134,13.83172,13.889566666666667,0.5820400559028303,2.32352,2.32524,0.03261631493594012,28.994660000000003,28.749333333333333,1.1789612326513825,91.49332,90.4,2.1343309011748475,0.2616200623200988,318.8552876600606,0.3833057002796004
8276.0,8276.0,48.1,8.6089,-98.8445,13.7942,17.8524,26.9379,92.1333,2.3089,-0.0016,2.6756,28.48,1.1396965184679655,1.2516966090583972,1.4303637363773076,0.7726804239205933,1.5089231699939505,0.5120740666495903,65.75747199999999,28.4816,4431.6117300000005,0.12819822246162133,48.47333999999999,46.246673333333334,2.463246238624392,13.965459999999998,14.007613333333332,0.6111188332801055,2.3133,2.31728,0.03186505475102925,29.071980000000003,29.016000000000002,1.0591223084636288,91.86666,90.83555333333332,1.8823501279227293,0.262904543774678,325.3546628467996,0.383193087836557
8276.5,8276.5,45.8,8.5933,-100.0889,13.979,17.5625,25.9637,92.0222,2.3051,-0.0017,2.68,28.6533,1.1454761048849593,1.244586337249155,1.4143665823918667,0.7959572953736654,1.4783601423487545,0.5384055431236688,66.04872183,28.655,4214.61676,0.12833288446000538,47.65334,45.984453333333335,2.5728365093991528,14.07862,14.145399999999999,0.6510715628935609,2.3060400000000003,2.3097866666666667,0.030430198033882125,28.98932,29.164446666666667,1.0260373565090035,91.90222000000001,91.17481333333333,1.645440668663157,0.2648477838979031,344.608614167065,0.3778588705095059
8277.0,8277.0,47.8,8.5978,-101.1778,14.2389,17.2596,25.8839,91.9556,2.2947,-0.0011,2.7778,29.2933,1.1534764399762265,1.2370307265005265,1.4130297132977483,0.824984356532017,1.4996813367633086,0.5501064368197991,67.21933551000001,29.2944,4395.47768,0.12846754645838945,47.13334,45.655566666666665,2.856667981774784,14.22482,14.296359999999998,0.6717885751655254,2.30018,2.303446666666667,0.03037806696255126,29.104000000000003,29.25778,0.965334134010246,91.86666,91.43110666666666,1.3471960221477088,0.27106358137272746,403.4367314770389,0.3658092017941434
8277.5,8277.5,46.9,8.6,-102.4889,14.4592,17.5806,26.2846,91.4,2.2964,0.0017,2.8578,29.5067,1.1601442649366018,1.2450336928220842,1.4197013722954912,0.8224520209776685,1.4950911800507378,0.5501015803930819,67.75918588,29.505,4286.66,0.1286022084567735,46.51334,45.228899999999996,3.77272461302389,14.399519999999999,14.449153333333333,0.6752384688524058,2.29604,2.2977333333333334,0.02959002405895926,29.402660000000004,29.361780000000003,0.7971944674022357,91.89778,91.71406666666667,0.994690608512001,0.2717700449778419,416.12685751135047,0.3620681301117705
8278.0,8278.0,47.0667,8.6111,-104.4,14.6528,18.2219,27.271,91.8222,2.2958,0.0053,2.8978,29.5867,1.1659206218476033,1.2605936589429274,1.4357010633732117,0.8041312925655392,1.4966057326623459,0.5373033625462945,67.92514586,29.581400000000002,4321.767940739999,0.12873687045515755,46.16668,44.837786666666666,4.289060117133231,14.57656,14.599246666666666,0.6928470031818845,2.2909800000000002,2.2925666666666666,0.027374353656213987,29.839999999999996,29.280000000000005,1.00591255300116,92.01778,91.87999333333333,0.667286944557006,0.27236244802535614,427.24398802376,0.3588859676836115
8278.5,8278.5,45.0,8.6178,-102.8667,14.6677,18.9638,27.9491,92.2889,2.2882,0.0024,2.7644,29.9733,1.1663620187090067,1.2779253664236325,1.4463678275595855,0.7734578512745336,1.4738132652738376,0.5248004408013138,68.58490505999998,29.970899999999997,4153.0005,0.1288715324535416,45.30002,44.25556666666667,4.608755854840411,14.722999999999999,14.755840000000001,0.7089112011750326,2.28492,2.2883,0.02314556421557616,30.064,29.009773333333335,1.5242568242853842,92.18666,91.92591999999999,0.5483079207847196,0.27646358014170774,467.8014347458278,0.353382534109578
8279.0,8279.0,44.0667,8.6156,-103.2889,14.8642,19.6351,29.266,92.6222,2.2798,-0.0016,2.64,30.84,1.1721415401850905,1.2930331174392662,1.4663633682609645,0.7570218639069829,1.4904940642013536,0.5078999521629195,70.30903199999999,30.8416,4081.55470074,0.12900619445192565,44.55336,43.448899999999995,4.398074855466613,14.8873,14.891973333333333,0.7272917497446568,2.27822,2.2855866666666667,0.01969760198119883,30.160000000000004,28.663106666666668,1.8573791083391862,92.38666,91.89629333333333,0.5987351948224521,0.28338211300050636,549.8549130320957,0.3424686434684493
8279.5,8279.5,43.4667,8.5956,-103.8445,14.9711,20.1463,28.6438,92.8,2.2644,-0.0127,2.6,30.4133,1.1752537112568335,1.3041952967733115,1.4570306326846119,0.7431190839012622,1.4217896090100912,0.5226645905920304,68.86787652000001,30.426,4033.70976,0.12914085645030973,43.37336,42.631119999999996,4.298667289521481,15.044300000000002,15.03824,0.738770812910558,2.27092,2.2832,0.016472878142143432,30.103999999999996,28.38844,2.0917385181435466,92.34222,91.85184666666667,0.6150114689561992,0.2851843853569523,575.2811362561624,0.3390872179994366
8280.0,8280.0,43.1667,8.5489,-105.0,15.2807,20.3718,29.5368,92.4,2.2629,-0.0147,2.6,29.9867,1.184143249473575,1.3090294038421169,1.4703634423089937,0.7500908118084804,1.4498866079580597,0.5173444652095014,67.85690343,30.0014,3988.6030800000003,0.12927551844869378,41.493359999999996,41.93111999999999,4.198240162973284,15.217339999999998,15.202953333333333,0.7166915254662695,2.2656,2.2810333333333332,0.014914789719641854,29.861340000000002,28.16799333333333,2.249682063081812,92.3511,91.84296,0.6116077370302658,0.28332522861464443,564.581575116008,0.33783694814656456
8280.5,8280.5,41.1667,8.5422,-104.8,15.4378,20.3094,29.356,91.6,2.2593,-0.013,2.6,29.3067,1.1885854102525588,1.3076970932453675,1.467696879027591,0.760130776881641,1.4454390577762022,0.5258822727892083,66.21262731,29.3197,3770.8697199999997,0.12941018044707783,40.10668,41.331120000000006,4.248640509655726,15.38946,15.359793333333332,0.6864949354433945,2.2632,2.2789866666666665,0.013406494517146053,29.00534,27.944886666666665,2.3612920131228505,92.12888,91.87852,0.6377223659205269,0.28074122077402114,539.8765686864601,0.3392072520546429
8281.0,8281.0,35.6,8.5333,-104.9778,15.5329,20.4136,29.6883,92.3333,2.2616,-0.0076,2.5867,28.76,1.1912525462900436,1.3099196006134879,1.4725853299046678,0.7609093937375083,1.4543392640200652,0.523199374837899,65.043616,28.7676,3287.0654799999998,0.12954484244546188,38.99334,40.57556666666666,4.017519734268899,15.579060000000002,15.497086666666666,0.6513450455706329,2.26668,2.2772066666666664,0.0129354146582595,27.893340000000002,27.69155333333333,2.409641223995936,91.72443999999999,91.93481333333332,0.6808244685288873,0.2772563865897654,503.98065191117183,0.34241768422346225
8281.5,8281.5,37.1333,8.54,-105.0,15.7248,20.9428,30.3023,91.5111,2.2678,-0.0061,2.6267,26.56,1.196585130463968,1.321034745311113,1.4814755934989754,0.7508451591955231,1.4469077678247417,0.5189309062348403,60.23276799999999,26.5661,3398.1091296299996,0.12967950444384593,38.14,40.02223333333333,3.637878575423562,15.709999999999999,15.599860000000001,0.5950743156541869,2.2725,2.27576,0.011799079867279476,26.839999999999996,27.513773333333337,2.364098912139812,91.4,92.01629333333332,0.6853673503659368,0.26425691894515085,382.48578332221126,0.35706319398825
8282.0,8282.0,37.9,8.52,-105.0444,15.9191,21.5957,30.7398,90.7778,2.2818,-0.0062,2.5689,24.8533,1.2019185108839083,1.3343672857722773,1.4877010375560835,0.7371421162546248,1.4234222553563902,0.5178660889140463,56.71025994,24.8595,3440.47862,0.12981416644223,37.38666,39.508900000000004,3.072118790486316,15.845600000000001,15.691913333333334,0.5425922355725945,2.2785,2.2741266666666666,0.010444852913330048,25.95732,27.407106666666667,2.2990908036707696,91.34666,92.07110666666668,0.7014258900506365,0.251669526881112,288.9177814119184,0.3726268367086753
