R2,RMSE,MAE,MedianAE,MAPE_percent,ExplainedVariance,Pearson_r,Target,Model,Fold,ValidationType,TrainRows,ValidationRows
-0.5215600486029826,0.1397254084942732,0.10948615197850864,0.1038861248361207,15.488139503955098,0.24576271718776888,0.5100576154627202,Water Saturation Sw,Ridge Regression,3,Depth TimeSeriesSplit,3084,1027
0.9064112070322498,0.05979981987895816,0.04361542518323099,0.034362552683205094,10.730309743864524,0.906417865569512,0.9599732861180703,Water Saturation Sw,Ridge Regression,4,Depth TimeSeriesSplit,4111,1027
0.8598425286005442,0.060041291589878726,0.046320713881923346,0.04214224962037205,7.415142738328473,0.8616023301903087,0.9309364931090929,Water Saturation Sw,Ridge Regression,5,Depth TimeSeriesSplit,5138,1027
0.07401028996257952,0.028613031612556756,0.020376670684710604,0.017764971461952328,5.931221197501782,0.23384214558563732,0.5011322742022365,Water Saturation Sw,Random Forest,1,Depth TimeSeriesSplit,1030,1027
0.8192212209419847,0.02020580662994159,0.012763972012881566,0.008722593951115964,3.1959573827762036,0.8456999451308332,0.9201867651420682,Water Saturation Sw,Random Forest,2,Depth TimeSeriesSplit,2057,1027
-0.578832721458485,0.1423308028205922,0.11333396682549904,0.10781358379769623,16.257194047094384,0.29219241894474723,0.5442495746129448,Water Saturation Sw,Random Forest,3,Depth TimeSeriesSplit,3084,1027
0.8568813467320041,0.07394964155623995,0.05579810290113982,0.04297260577454903,10.951588867457952,0.860010823223255,0.927612317970579,Water Saturation Sw,Random Forest,4,Depth TimeSeriesSplit,4111,1027
0.8727109881619233,0.05721861702940653,0.039042013672104275,0.028189505992931796,5.795406252769187,0.8928246129207533,0.9502129857202191,Water Saturation Sw,Random Forest,5,Depth TimeSeriesSplit,5138,1027
0.2970898509355553,0.0249293354400339,0.01802442356243486,0.015783934596764804,5.2656480156924195,0.43106214133801835,0.749618679368343,Water Saturation Sw,Extra Trees,1,Depth TimeSeriesSplit,1030,1027
0.8464480454132606,0.01862216380581466,0.012475746077294484,0.009703185193849329,3.1335243769453043,0.8756553662157045,0.938278997616315,Water Saturation Sw,Extra Trees,2,Depth TimeSeriesSplit,2057,1027
-1.2307732570563026,0.1691837139470524,0.13700543582103963,0.11875107478610769,19.87972347147073,0.2155633822972094,0.47763580821529866,Water Saturation Sw,Extra Trees,3,Depth TimeSeriesSplit,3084,1027
0.7309529441233643,0.10139162296315443,0.07912854499899552,0.059882490501655616,26.307436403210122,0.7825281942984061,0.9568024759492356,Water Saturation Sw,Extra Trees,4,Depth TimeSeriesSplit,4111,1027
0.8789430019451284,0.055800340531243754,0.03757748267942166,0.025902151756747593,5.558151347312661,0.8990220160512112,0.9559027635844857,Water Saturation Sw,Extra Trees,5,Depth TimeSeriesSplit,5138,1027
-4.299992371777426,0.06845393476090152,0.06153314980624698,0.06538255852584746,18.439145949190742,-0.1122204785247487,0.4358217774669081,Water Saturation Sw,SVR RBF,1,Depth TimeSeriesSplit,1030,1027
0.7533041853206447,0.023603877864128125,0.015173791724084893,0.008980976268785579,3.7926520306618055,0.7889812508492035,0.8909726331380096,Water Saturation Sw,SVR RBF,2,Depth TimeSeriesSplit,2057,1027
-1.434776141263678,0.1767503809067991,0.13891250758637122,0.11286057092601642,20.16990089491043,-0.0417181614038411,0.3394157254489794,Water Saturation Sw,SVR RBF,3,Depth TimeSeriesSplit,3084,1027
0.377658082715323,0.15420642876420604,0.12080100140404817,0.09678237642340959,37.404997490910866,0.39314731742985043,0.6317914433050402,Water Saturation Sw,SVR RBF,4,Depth TimeSeriesSplit,4111,1027
0.5426573663347076,0.10845828763390432,0.08460147060659894,0.07397532201114232,13.968981049527523,0.5504289538218654,0.756680927114826,Water Saturation Sw,SVR RBF,5,Depth TimeSeriesSplit,5138,1027
